1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 640000002F808C21
Is Mission Active?  true
Mission Start:  Thu Apr 25 11:18:00 GMT-03:00 2013
Sample Rate:  Every 10 minute(s)
Number of Mission Samples:  1781
Total Samples:  1781
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
25/04/13 11:18:00 AM,C,24
25/04/13 11:28:00 AM,C,24
25/04/13 11:38:00 AM,C,24.5
25/04/13 11:48:00 AM,C,24.5
25/04/13 11:58:00 AM,C,24.5
25/04/13 12:08:00 PM,C,24.5
25/04/13 12:18:00 PM,C,24.5
25/04/13 12:28:00 PM,C,24.5
25/04/13 12:38:00 PM,C,24.5
25/04/13 12:48:00 PM,C,24.5
25/04/13 12:58:00 PM,C,24.5
25/04/13 1:08:00 PM,C,24.5
25/04/13 1:18:00 PM,C,24.5
25/04/13 1:28:00 PM,C,24.5
25/04/13 1:38:00 PM,C,24.5
25/04/13 1:48:00 PM,C,24.5
25/04/13 1:58:00 PM,C,24.5
25/04/13 2:08:00 PM,C,24.5
25/04/13 2:18:00 PM,C,24.5
25/04/13 2:28:00 PM,C,24.5
25/04/13 2:38:00 PM,C,24.5
25/04/13 2:48:00 PM,C,24.5
25/04/13 2:58:00 PM,C,24
25/04/13 3:08:00 PM,C,24
25/04/13 3:18:00 PM,C,24
25/04/13 3:28:00 PM,C,24
25/04/13 3:38:00 PM,C,24
25/04/13 3:48:00 PM,C,23.5
25/04/13 3:58:00 PM,C,23.5
25/04/13 4:08:00 PM,C,23.5
25/04/13 4:18:00 PM,C,23.5
25/04/13 4:28:00 PM,C,23.5
25/04/13 4:38:00 PM,C,23.5
25/04/13 4:48:00 PM,C,23.5
25/04/13 4:58:00 PM,C,23
25/04/13 5:08:00 PM,C,23
25/04/13 5:18:00 PM,C,23
25/04/13 5:28:00 PM,C,23
25/04/13 5:38:00 PM,C,23
25/04/13 5:48:00 PM,C,23
25/04/13 5:58:00 PM,C,22.5
25/04/13 6:08:00 PM,C,22.5
25/04/13 6:18:00 PM,C,22.5
25/04/13 6:28:00 PM,C,22.5
25/04/13 6:38:00 PM,C,22.5
25/04/13 6:48:00 PM,C,22.5
25/04/13 6:58:00 PM,C,22.5
25/04/13 7:08:00 PM,C,22.5
25/04/13 7:18:00 PM,C,22
25/04/13 7:28:00 PM,C,22
25/04/13 7:38:00 PM,C,22
25/04/13 7:48:00 PM,C,22
25/04/13 7:58:00 PM,C,21.5
25/04/13 8:08:00 PM,C,21.5
25/04/13 8:18:00 PM,C,21.5
25/04/13 8:28:00 PM,C,21
25/04/13 8:38:00 PM,C,21
25/04/13 8:48:00 PM,C,21
25/04/13 8:58:00 PM,C,20.5
25/04/13 9:08:00 PM,C,20.5
25/04/13 9:18:00 PM,C,20.5
25/04/13 9:28:00 PM,C,20.5
25/04/13 9:38:00 PM,C,20
25/04/13 9:48:00 PM,C,20
25/04/13 9:58:00 PM,C,20
25/04/13 10:08:00 PM,C,20
25/04/13 10:18:00 PM,C,20
25/04/13 10:28:00 PM,C,19.5
25/04/13 10:38:00 PM,C,19.5
25/04/13 10:48:00 PM,C,19.5
25/04/13 10:58:00 PM,C,19.5
25/04/13 11:08:00 PM,C,19.5
25/04/13 11:18:00 PM,C,19.5
25/04/13 11:28:00 PM,C,19.5
25/04/13 11:38:00 PM,C,19
25/04/13 11:48:00 PM,C,19
25/04/13 11:58:00 PM,C,19
26/04/13 12:08:00 AM,C,19
26/04/13 12:18:00 AM,C,19
26/04/13 12:28:00 AM,C,19
26/04/13 12:38:00 AM,C,19
26/04/13 12:48:00 AM,C,18.5
26/04/13 12:58:00 AM,C,18.5
26/04/13 1:08:00 AM,C,18.5
26/04/13 1:18:00 AM,C,18.5
26/04/13 1:28:00 AM,C,18.5
26/04/13 1:38:00 AM,C,18.5
26/04/13 1:48:00 AM,C,18.5
26/04/13 1:58:00 AM,C,18
26/04/13 2:08:00 AM,C,18
26/04/13 2:18:00 AM,C,18
26/04/13 2:28:00 AM,C,18
26/04/13 2:38:00 AM,C,18
26/04/13 2:48:00 AM,C,18
26/04/13 2:58:00 AM,C,18
26/04/13 3:08:00 AM,C,18
26/04/13 3:18:00 AM,C,17.5
26/04/13 3:28:00 AM,C,17.5
26/04/13 3:38:00 AM,C,17.5
26/04/13 3:48:00 AM,C,17.5
26/04/13 3:58:00 AM,C,17.5
26/04/13 4:08:00 AM,C,17.5
26/04/13 4:18:00 AM,C,17.5
26/04/13 4:28:00 AM,C,17.5
26/04/13 4:38:00 AM,C,17.5
26/04/13 4:48:00 AM,C,17.5
26/04/13 4:58:00 AM,C,17.5
26/04/13 5:08:00 AM,C,17.5
26/04/13 5:18:00 AM,C,17
26/04/13 5:28:00 AM,C,17
26/04/13 5:38:00 AM,C,17
26/04/13 5:48:00 AM,C,17
26/04/13 5:58:00 AM,C,17
26/04/13 6:08:00 AM,C,17
26/04/13 6:18:00 AM,C,17
26/04/13 6:28:00 AM,C,17
26/04/13 6:38:00 AM,C,17
26/04/13 6:48:00 AM,C,17
26/04/13 6:58:00 AM,C,17
26/04/13 7:08:00 AM,C,17
26/04/13 7:18:00 AM,C,17
26/04/13 7:28:00 AM,C,17
26/04/13 7:38:00 AM,C,17
26/04/13 7:48:00 AM,C,17
26/04/13 7:58:00 AM,C,17
26/04/13 8:08:00 AM,C,17.5
26/04/13 8:18:00 AM,C,17.5
26/04/13 8:28:00 AM,C,17.5
26/04/13 8:38:00 AM,C,18
26/04/13 8:48:00 AM,C,18
26/04/13 8:58:00 AM,C,18.5
26/04/13 9:08:00 AM,C,18.5
26/04/13 9:18:00 AM,C,19
26/04/13 9:28:00 AM,C,19
26/04/13 9:38:00 AM,C,19.5
26/04/13 9:48:00 AM,C,19.5
26/04/13 9:58:00 AM,C,20
26/04/13 10:08:00 AM,C,20
26/04/13 10:18:00 AM,C,20.5
26/04/13 10:28:00 AM,C,20.5
26/04/13 10:38:00 AM,C,20.5
26/04/13 10:48:00 AM,C,21
26/04/13 10:58:00 AM,C,21
26/04/13 11:08:00 AM,C,21.5
26/04/13 11:18:00 AM,C,21.5
26/04/13 11:28:00 AM,C,21.5
26/04/13 11:38:00 AM,C,22
26/04/13 11:48:00 AM,C,22
26/04/13 11:58:00 AM,C,22.5
26/04/13 12:08:00 PM,C,22.5
26/04/13 12:18:00 PM,C,22.5
26/04/13 12:28:00 PM,C,23
26/04/13 12:38:00 PM,C,23
26/04/13 12:48:00 PM,C,23.5
26/04/13 12:58:00 PM,C,23.5
26/04/13 1:08:00 PM,C,24
26/04/13 1:18:00 PM,C,24
26/04/13 1:28:00 PM,C,24
26/04/13 1:38:00 PM,C,24
