1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: F60000002F6A6821
Is Mission Active?  true
Mission Start:  Sun Apr 28 11:06:00 CST 2013
Sample Rate:  Every 10 minute(s)
Number of Mission Samples:  1759
Total Samples:  1759
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 °C
Low Temperature Alarm:  -40 °C

Date/Time,Unit,Value
28/04/13 11:06:00 AM,C,24.5
28/04/13 11:16:00 AM,C,24.5
28/04/13 11:26:00 AM,C,25
28/04/13 11:36:00 AM,C,25
28/04/13 11:46:00 AM,C,25
28/04/13 11:56:00 AM,C,25
28/04/13 12:06:00 PM,C,25
28/04/13 12:16:00 PM,C,25
28/04/13 12:26:00 PM,C,25
28/04/13 12:36:00 PM,C,25
28/04/13 12:46:00 PM,C,25
28/04/13 12:56:00 PM,C,25
28/04/13 1:06:00 PM,C,25
28/04/13 1:16:00 PM,C,25
28/04/13 1:26:00 PM,C,25
28/04/13 1:36:00 PM,C,25
28/04/13 1:46:00 PM,C,25
28/04/13 1:56:00 PM,C,25
28/04/13 2:06:00 PM,C,25
28/04/13 2:16:00 PM,C,25
28/04/13 2:26:00 PM,C,25
28/04/13 2:36:00 PM,C,25
28/04/13 2:46:00 PM,C,25
28/04/13 2:56:00 PM,C,25
28/04/13 3:06:00 PM,C,25
28/04/13 3:16:00 PM,C,25
28/04/13 3:26:00 PM,C,25
28/04/13 3:36:00 PM,C,25
28/04/13 3:46:00 PM,C,25
28/04/13 3:56:00 PM,C,24.5
28/04/13 4:06:00 PM,C,24.5
28/04/13 4:16:00 PM,C,24.5
28/04/13 4:26:00 PM,C,24.5
28/04/13 4:36:00 PM,C,24.5
28/04/13 4:46:00 PM,C,24.5
28/04/13 4:56:00 PM,C,24.5
28/04/13 5:06:00 PM,C,24.5
28/04/13 5:16:00 PM,C,24
28/04/13 5:26:00 PM,C,24
28/04/13 5:36:00 PM,C,24
28/04/13 5:46:00 PM,C,24
28/04/13 5:56:00 PM,C,24
28/04/13 6:06:00 PM,C,23.5
28/04/13 6:16:00 PM,C,23.5
28/04/13 6:26:00 PM,C,23.5
28/04/13 6:36:00 PM,C,23.5
28/04/13 6:46:00 PM,C,23.5
28/04/13 6:56:00 PM,C,23.5
28/04/13 7:06:00 PM,C,23.5
28/04/13 7:16:00 PM,C,23.5
28/04/13 7:26:00 PM,C,23.5
28/04/13 7:36:00 PM,C,23
28/04/13 7:46:00 PM,C,23
28/04/13 7:56:00 PM,C,23
28/04/13 8:06:00 PM,C,23
28/04/13 8:16:00 PM,C,23
28/04/13 8:26:00 PM,C,23
28/04/13 8:36:00 PM,C,23
28/04/13 8:46:00 PM,C,23
28/04/13 8:56:00 PM,C,23
28/04/13 9:06:00 PM,C,22.5
28/04/13 9:16:00 PM,C,22.5
28/04/13 9:26:00 PM,C,22.5
28/04/13 9:36:00 PM,C,22.5
28/04/13 9:46:00 PM,C,22.5
28/04/13 9:56:00 PM,C,22.5
28/04/13 10:06:00 PM,C,22
28/04/13 10:16:00 PM,C,22
28/04/13 10:26:00 PM,C,22
28/04/13 10:36:00 PM,C,22
28/04/13 10:46:00 PM,C,21.5
28/04/13 10:56:00 PM,C,21.5
28/04/13 11:06:00 PM,C,21.5
28/04/13 11:16:00 PM,C,21.5
28/04/13 11:26:00 PM,C,21.5
28/04/13 11:36:00 PM,C,21.5
28/04/13 11:46:00 PM,C,21
28/04/13 11:56:00 PM,C,21
29/04/13 12:06:00 AM,C,21
29/04/13 12:16:00 AM,C,21
29/04/13 12:26:00 AM,C,21
29/04/13 12:36:00 AM,C,21
29/04/13 12:46:00 AM,C,20.5
29/04/13 12:56:00 AM,C,20.5
29/04/13 1:06:00 AM,C,20.5
29/04/13 1:16:00 AM,C,20.5
29/04/13 1:26:00 AM,C,20.5
29/04/13 1:36:00 AM,C,20
